,V1,V4,V7,V10,V13,V16,V19,V22,V25,V28,V31,V34,V37,V40,V43,V46,V49
19,28351276.0209424,126580982.198953,136329778.324607,487078197.172775,74031370.8272251,37540387.434555,16649540.2094241,138366173.193717,11838307.5078534,77617489.0157068,133013630.575916,22511143.6125654,64750337.9057592,14483785.1308901,456590000.0,9199050.94240838,54783719.2670157
20,456590000.0,456590000.0,12951949.5765159,456590000.0,456590000.0,456590000.0,456590000.0,456590000.0,102125598.652551,18648143.3012512,67466618.0943215,163575848.026949,101203533.657363,11137741.4629451,393161000.0,103212954.66795,96476032.1462945
21,21712368.9655172,456590000.0,300867778.78985,61551399.8048146,431889003.903709,463957527.651269,456590000.0,456590000.0,35483267.4040338,115613351.333767,456590000.0,75242967.4690956,1047502610.27977,35558962.2641509,209712078.009109,62568281.8477554,665217208.848406
22,196556233.45367,96031816.8471721,62960486.7629362,113024969.554753,294870746.089049,179327486.883273,76211553.4296029,216770055.956679,149708495.788207,89800296.2695547,207847467.870036,117359367.027677,355529839.590854,246309150.180505,414032548.736462,79483035.4993983,192257272.683514
23,99808858.5781104,23067804.4059869,42923858.8400374,150301362.675398,146946242.750234,18545778.2039289,60801351.0944808,16911467.9139383,166725324.695978,201215164.546305,539446412.628625,309520474.649205,159984707.296539,75791829.0926099,321823915.622077,302932087.090739,202332300.0
24,288818581.538462,456590000.0,589637258.358974,352598988.717949,320855453.333333,456590000.0,456590000.0,456590000.0,340405332.512821,308550898.153846,456590000.0,340833444.307692,342850636.615385,338025463.538462,440830783.384615,347146952.205128,361454905.538462
25,15644222767.0304,14076647326.968,11264367357.6773,10867946511.4653,9648063006.15744,13929720665.9548,12530005270.1871,10872049619.6415,12774250983.7101,12696269777.1629,11232840124.318,59664309482.6189,16000237943.7256,14386132185.3468,60290717857.4279,12039272394.8168,14926385908.8854
26,7208309.62892483,456590000.0,88682042.5309229,28994114.2721218,108332883.824929,31743977.3168411,30932827.3073264,68288887.5356803,35915428.9343482,9817822.93054234,456590000.0,219349935.49001,176111165.461465,32986637.583254,125791280.114177,61303638.2492864,137944521.027593
27,225131205.041384,32727221.4446953,35231327.3890143,393609841.986456,454719864.559819,34241915.4552295,40914357.0880361,37243476.6440933,59027996.3130173,499072980.887886,26805678.4800602,29859470.8051166,219212575.99699,15426290.4890895,456590000.0,359014085.778781,371822134.913469
28,474614995.242626,474610618.458611,474336688.867745,474423273.073264,474314881.065652,474385118.934348,474397202.664129,474546013.320647,474568468.125595,288178194.005709,474614234.062797,474381979.067555,209001620.551855,239932872.502379,474485499.524263,551929244.719315,237148854.519505
29,456590000.0,456590000.0,444273053.2972,456590000.0,456590000.0,453912466.124661,456590000.0,456590000.0,128897104.787715,149469380.307136,456590000.0,171267886.178862,346031028.906956,384463774.164408,350389215.898826,45839673.8934056,346599123.757904
30,172376426.751592,80449676.178344,35037107.6251137,223814339.21747,38621332.1201092,57231436.7606915,40330939.8544131,39045431.7561419,29209010.7370337,26573208.0982712,34403844.4040036,85073672.5932666,25347203.5486806,467484689.262966,71180767.9708826,27010453.1938126,30185184.2584167
31,45801852.1585903,49977404.1409692,27004105.9823789,43988715.3303965,11502130.5726872,14117858.2555066,17626831.5418502,19107645.0220264,30520162.061674,30895779.5506608,77687652.7753304,42289993.3039648,61754615.4185022,45028336.7400881,16698336.3171806,47650960.7048458,97967268.0176211
32,14272176.4386736,479713711.040403,495082929.182757,15042253.0087836,9488084.76963283,4872607.59560815,12766389.3538075,8971901.99303775,56001357.810299,138014480.997021,8020967.89767662,8733073.75031235,136273058.20104,24226572.8781897,490886302.655641,10649511.4541146,136362854.417141
33,146171948.563086,7729304.64545497,14421034.9226908,31066283.1785047,115708961.151799,38030246.0299722,101403264.440897,39258742.7163636,101313979.006061,2025481639.90163,154071752.07341,141738681.405514,142381444.430346,26937143.8875694,154884053.181281,52868386.4181677,329543228.198725
34,724226050.809333,159757797.340597,35238443.071195,742224290.816841,524582608.299098,641046324.500568,813443918.9347,676134348.235801,756435259.444166,586480910.960292,7464776.91594696,738064749.089442,893619937.623664,710467839.69137,9571939.82383321,371359616.991449,755750228.260603
35,36964545.7448479,10768639.888906,82616428.7100998,21611239.8374851,8793463.39805858,48918637.9613147,32760601.2436174,20277161.3545021,47109127.2548179,80570250.3489666,30234834.4995318,83063905.6478183,75618837.5617974,36167110.4332521,31109111.0795712,64456469.9393396,82256192.9696447
36,207591777.810558,17363480.9914219,135673390.085444,214034710.342417,250819907.194338,242243746.317006,132501513.033341,6318712.82495537,238293762.189057,227065888.634044,191510737.348346,226283433.807114,266497984.565603,232522791.032116,427966648.024702,251745437.825268,238786219.119733
37,7168740713.26677,367596302.746121,23999132.5369409,455396083.939135,478820787.536234,461106474.860689,452061048.262778,499343047.58952,227152410.219902,81593709.699661,43427318.3541012,51749329.8272783,97045209.0546578,23837465.1685689,424146275.042509,52668044.3102655,107750936.366013
38,12402927.2676477,21333378.1453934,18256458.663959,16842840.1850181,26187245.7656077,8611406.73390416,25028574.2380296,18699832.6010674,15600083.6556371,18668744.448688,37421122.3534699,13118492.7731842,152758663.298479,69535513.7067904,52483584.8565885,19491737.2822091,268578938.995211
39,150695634.780197,94764133.3874792,27160627.2253245,16923642.1931354,115178809.959044,130271099.579507,74851422.5958521,94395955.7949453,100615653.547354,86505849.3968963,1183431944.12031,183380366.077128,2397120350.62887,980022975.764932,492939355.26959,37688938.1542981,1606034665.98021
40,397295797.652128,450959112.943891,65777705.4205443,420524683.850653,428987056.329217,67394084.673964,293137570.982795,351726317.697349,10287310.1007655,34644555.1148471,115436495.263453,75106128.2783571,33618115.9589554,117721844.585277,481796511.139277,55807144.6147249,13640509.5739945
41,2407352096.06327,167675200.817684,61142191.0110809,117743465.107463,129635830.750595,667919688.524338,208449721.819416,119871372.528671,792933280.680718,132750119.00077,1400876418.86238,297420443.153855,39804346.6346306,242215474.953494,205003159.18992,58688585.0532303,67731121.8045942
42,29438099.3754597,483368609.662874,251408233.640466,26556310.6127646,35181248.7719789,50390653.1175964,18300273.5918871,20193732.9701132,66129209.9268649,324315794.874,58227065.7442001,20992521.8103888,397846905.953619,92599187.8304303,57349333.2950604,186314057.972521,421545871.420911
43,442268184.917576,461651556.34453,25937525.0409434,490265797.797658,487612636.648677,481925136.530185,487531220.66322,437896259.119134,34583999.2405352,42935500.291332,480053671.28012,13463069.2402555,214505909.584628,13644942.4649147,438986424.553165,16614810.0471055,225618883.917948
44,15851716.5147422,18447430.3601233,120961964.455479,1759068128.25008,19199292.9420097,15168036.3690666,15864508.0668016,17523044.9595875,17135832.1284832,33716529.7688498,1361695035.36741,27761429.5574137,31805380.3680813,87338255.0649008,232792062.91579,67657443.1160783,37180785.9816741
45,426606677.93813,400374578.540527,29063510.0692252,113228852.222711,66072435.9106783,422731691.126998,325145125.096383,59784629.2377894,175599435.307299,276513189.584748,46174960.0474523,55135304.8227385,567085283.186859,217304385.951359,218624339.714,40668107.0570974,453296448.84014
46,17378655.3717207,108343996.304015,12038495.8799078,35463128.6360093,12364439.2079969,120079268.065183,11868447.7529832,9012989.96970944,6015489.82840656,15140976.1617695,76502696.3809393,25392304.4737628,87977217.7803628,27739927.1787967,120217351.639145,7300133.08667285,53482293.1841564
47,386209478.991411,499268985.087186,484470294.372671,434652433.574198,437667096.075722,436671051.811051,454870556.982402,462363566.000889,86024580.267331,159386772.713378,469273639.792039,366724715.257132,277909081.562065,69254120.4149123,367798981.329109,435227307.416573,247057640.642828
48,7921077.84576326,449435437.126783,10265415.5440835,20691186.7637843,35202106.4070343,429215552.07606,23112597.4691526,11956440.153589,14504393.7200687,8709170.67474744,55376199.4858455,6893055.22350225,15042709.1848692,50254514.025885,7827662.59935021,5957354.84528768,16385970.4309781
49,14114787.5477177,229179431.563023,218255337.332066,110872994.476957,79646095.8177922,37767035.6709464,10577042.5688486,11868233.9293157,29450072.3558008,63148742.2811144,114710752.680569,11919216.3115395,69272815.1946127,10512800.1585719,467610378.63663,16210454.6400129,84421364.9238617
50,139447924.71492,77838038.1362726,14571328.3918588,170345135.212975,369246854.328646,35840931.8091876,343292050.269812,58743088.8805591,74809294.8313687,48544169.1667042,80259219.6614347,21698890.8344286,45937142.8574618,37999422.8820603,168032339.099365,19010314.3073625,50275647.7955001
51,30700467.0061044,115829674.756909,144807633.872206,481383023.071345,72592301.0625254,34249269.6961082,15508472.1716899,126539289.812085,12500034.6787948,78504797.3253906,131530892.69743,21978936.4509856,70337106.9316659,13419438.6909869,423016549.8573,8548852.42361663,56115609.4947787
52,483136090.446347,500986391.743549,11814684.1812743,489403819.391974,477984224.759778,455393219.21311,457259889.157957,444956842.810584,100829842.050358,17044059.3680593,67521715.4204808,164951711.718608,97039801.2798232,10712280.4872196,365805935.782377,97860232.5988678,92104870.9292764
53,20119781.5147566,451785883.984705,330252980.90513,62562985.714573,439466067.801894,417908275.870126,457502108.010792,446887772.328706,38599518.3592153,125948393.881565,481088509.788949,78203053.2539576,1004127732.08869,35449300.7952061,229262831.897772,63860738.4012492,613925337.215421
54,198449950.896348,89530423.9805851,61517177.7101547,116590113.347912,268920647.334802,170442626.057688,77895803.2680754,214645340.482583,136197062.948554,93152497.3140696,217755308.889895,121096279.768952,323479823.911461,238475143.843728,379529673.555194,81136894.7051828,204107016.449044
55,93639633.7043092,24236058.7335468,46542565.0284783,147255119.024497,153588648.756472,20219673.9299247,64280903.5356534,17698091.2628073,179111830.450609,210383831.326959,520644841.383469,319705787.624385,155173331.167414,78850961.7084987,345997398.20382,273688163.787417,199029003.304565
